_index,Energy,Intensity,Noisy
0,-1.6,0.0,0.04008584898760459
1,-1.5833333333333335,0.003891050583657596,0.04750414409524225
2,-1.5666666666666669,0.003973071404922201,0.03510399915254631
3,-1.5500000000000003,0.00405770964833183,0.05632172083076319
4,-1.5333333333333337,0.0041450777202072485,0.01232860798641571
5,-1.516666666666667,0.004235294117647068,0.05302472496914309
6,-1.5000000000000004,0.0043284838283034685,0.07525857347111906
7,-1.4833333333333338,0.004424778761061949,0.026283276349644155
8,-1.4666666666666672,0.004524318210380788,0.011585214896062204
9,-1.4500000000000006,0.0046272493573264635,0.0915722853744314
10,-1.433333333333334,0.004733727810650881,0.04465407821401557
11,-1.4166666666666674,0.004843918191603862,0.06827239306435148
12,-1.4000000000000008,0.004957994766561084,0.05586439899783531
13,-1.383333333333334,0.005076142131979685,0.0519569913045801
14,-1.3666666666666676,0.005198555956678712,0.04529476745152189
15,-1.3500000000000008,0.0053254437869822225,0.046140549452885406
16,-1.3333333333333344,0.005457025920873108,0.023525144931402578
17,-1.3166666666666675,0.005593536357986327,0.09585723752299317
18,-1.3000000000000012,0.0057352238330412595,0.07127922424213151
19,-1.2833333333333343,0.005882352941176454,0.10508559185076881
20,-1.266666666666668,0.006035205364626978,0.08420060928031715
21,-1.250000000000001,0.006194081211286973,0.017085686334549988
22,-1.2333333333333347,0.006359300476947529,0.03344672102794343
23,-1.216666666666668,0.00653120464441218,0.00830761072647146
24,-1.2000000000000015,0.006710158434296354,0.0691372440712335
25,-1.183333333333335,0.006896551724137925,0.08700263994353065
26,-1.1666666666666683,0.007090801654520351,0.08565019188726043
27,-1.1500000000000017,0.0072933549432738845,0.018466410525855743
28,-1.133333333333335,0.007504690431519682,0.10126968931392635
29,-1.1166666666666685,0.0077253218884119875,0.09002669232719052
30,-1.1000000000000019,0.007955801104972366,0.06492669387530689
31,-1.0833333333333353,0.008196721311475363,0.012283949013776264
32,-1.0666666666666687,0.008448720957521673,0.051160376096648155
33,-1.050000000000002,0.008712487899322318,0.10076720629983352
34,-1.0333333333333354,0.00898876404494378,0.06455063829584042
35,-1.0166666666666688,0.009278350515463833,0.085381815664481
36,-1.0000000000000022,0.009582113388341695,0.10165223781514847
37,-0.9833333333333357,0.009900990099009844,0.025570057103461108
38,-0.966666666666669,0.010235996588001109,0.02228295793177043
39,-0.9500000000000025,0.010588235294117582,0.017739377314671997
40,-0.9333333333333358,0.010958904109588984,0.04422978316861217
41,-0.9166666666666691,0.011349306431273604,0.019761263525689472
42,-0.9000000000000026,0.011760862463247207,0.04629885183574297
43,-0.8833333333333359,0.012195121951219443,0.053064400715557736
44,-0.8666666666666692,0.012653778558875128,0.08947490450789104
45,-0.8500000000000028,0.013138686131386808,0.06483319245975283
46,-0.8333333333333361,0.013651877133105715,0.04409090800604787
47,-0.8166666666666694,0.014195583596214404,0.09857042115474708
48,-0.8000000000000029,0.014772260976610463,0.022608811796422504
49,-0.7833333333333363,0.015384615384615235,0.10076241702814402
50,-0.7666666666666697,0.01603563474387513,0.028729376733513383
51,-0.750000000000003,0.016728624535315855,0.0870234230693911
52,-0.7333333333333365,0.01746724890829681,0.0676497631364179
53,-0.7166666666666699,0.018255578093306146,0.028544877331387865
54,-0.7000000000000033,0.01909814323607401,0.10175610090705829
55,-0.6833333333333367,0.019999999999999855,0.027299661470373895
56,-0.6666666666666701,0.02096680256260904,0.1131043218039902
57,-0.6500000000000035,0.02200488997554988,0.05118797301708643
58,-0.6333333333333369,0.02312138728323678,0.03441361033656606
59,-0.6166666666666702,0.02432432432432412,0.05285021270123045
60,-0.6000000000000036,0.02562277580071142,0.10660843091638031
61,-0.5833333333333369,0.02702702702702668,0.11737509073867693
62,-0.5666666666666704,0.028548770816811748,0.12134799195481201
63,-0.5500000000000038,0.030201342281878873,0.04041597381074299
64,-0.5333333333333372,0.03199999999999956,0.12293189388817057
65,-0.5166666666666706,0.03396226415094291,0.05556963189399414
66,-0.500000000000004,0.03610832497492419,0.08828987053748896
67,-0.48333333333333733,0.0384615384615379,0.13299541447675434
68,-0.4666666666666708,0.04104903078677245,0.1368883871498967
69,-0.4500000000000042,0.04390243902438932,0.12557018387213875
70,-0.4333333333333376,0.04705882352941089,0.10858972370468452
71,-0.41666666666667096,0.05056179775280797,0.14038099626448797
72,-0.4000000000000044,0.054462934947048874,0.14696995552122566
73,-0.38333333333333774,0.058823529411763525,0.11827481099647273
74,-0.36666666666667114,0.0637168141592905,0.12310013634836614
75,-0.3500000000000045,0.06923076923076783,0.12389921713852828
76,-0.3333333333333379,0.07547169811320567,0.12541817310963077
77,-0.31666666666667126,0.08256880733944734,0.08913053803943821
78,-0.3000000000000047,0.09068010075566536,0.158725588571065
79,-0.2833333333333381,0.09999999999999735,0.12271184899825521
80,-0.2666666666666715,0.11076923076922764,0.11988078158746927
81,-0.2500000000000049,0.12328767123287268,0.19089360574178527
82,-0.23333333333333828,0.137931034482754,0.19399955030212906
83,-0.21666666666667167,0.15517241379309754,0.18670514823813245
84,-0.20000000000000503,0.1756097560975534,0.20809899253733338
85,-0.18333333333333843,0.19999999999999216,0.23171652798758308
86,-0.16666666666667185,0.22929936305731488,0.2484093442785573
87,-0.15000000000000524,0.2647058823529294,0.3310743928003237
88,-0.13333333333333863,0.3076923076922934,0.36684994465354487
