energy,intensity,residual,fit,pseudovoigt_1
-1.6,0.0,0.003957913758432965,0.003957913758432965,0.003957913758432965
-1.5833333333333335,0.003891050583657596,0.0001493967522345663,0.004040447335892162,0.004040447335892162
-1.5666666666666669,0.003973071404922201,0.00015251450429736631,0.004125585909219567,0.004125585909219567
-1.5500000000000003,0.00405770964833183,0.000155730458887832,0.004213440107219662,0.004213440107219662
-1.5333333333333337,0.0041450777202072485,0.0001590487651454038,0.004304126485352652,0.004304126485352652
-1.516666666666667,0.004235294117647068,0.00016247379261333586,0.004397767910260404,0.004397767910260404
-1.5000000000000004,0.0043284838283034685,0.00016601014536563388,0.004494493973669102,0.004494493973669102
-1.4833333333333338,0.004424778761061949,0.00016966267719550378,0.004594441438257452,0.004594441438257452
-1.4666666666666672,0.004524318210380788,0.0001734365079575726,0.00469775471833836,0.00469775471833836
-1.4500000000000006,0.0046272493573264635,0.00017733704116367714,0.004804586398490141,0.004804586398490141
-1.433333333333334,0.004733727810650881,0.00018136998294329774,0.0049150977935941784,0.0049150977935941784
-1.4166666666666674,0.004843918191603862,0.00018554136248975957,0.005029459554093622,0.005029459554093622
-1.4000000000000008,0.004957994766561084,0.00018985755412576077,0.005147852320686845,0.005147852320686845
-1.383333333333334,0.005076142131979685,0.00019432530113585797,0.005270467433115543,0.005270467433115543
-1.3666666666666676,0.005198555956678712,0.00019895174152749408,0.005397507698206206,0.005397507698206206
-1.3500000000000008,0.0053254437869822225,0.00020374443590072747,0.00552918822288295,0.00552918822288295
-1.3333333333333344,0.005457025920873108,0.00020871139762322025,0.005665737318496328,0.005665737318496328
-1.3166666666666675,0.005593536357986327,0.00021386112553090607,0.005807397483517233,0.005807397483517233
-1.3000000000000012,0.0057352238330412595,0.0002192026393952242,0.005954426472436484,0.005954426472436484
-1.2833333333333343,0.005882352941176454,0.00022474551842622918,0.006107098459602683,0.006107098459602683
-1.266666666666668,0.006035205364626978,0.0002304999431092091,0.006265705307736187,0.006265705307736187
-1.250000000000001,0.006194081211286973,0.00023647674070575563,0.0064305579519927285,0.0064305579519927285
-1.2333333333333347,0.006359300476947529,0.00024268743478673537,0.006601987911734265,0.006601987911734265
-1.216666666666668,0.00653120464441218,0.00024914429920705645,0.006780348943619237,0.006780348943619237
-1.2000000000000015,0.006710158434296354,0.000255860416977797,0.006966018851274151,0.006966018851274151
-1.183333333333335,0.006896551724137925,0.00026284974454517974,0.007159401468683105,0.007159401468683105
-1.1666666666666683,0.007090801654520351,0.00027012718204434075,0.007360928836564692,0.007360928836564692
-1.1500000000000017,0.0072933549432738845,0.00027770865016345323,0.007571063593437338,0.007571063593437338
-1.133333333333335,0.007504690431519682,0.0002856111743302853,0.007790301605849967,0.007790301605849967
-1.1166666666666685,0.0077253218884119875,0.0002938529770178796,0.008019174865429867,0.008019174865429867
-1.1000000000000019,0.007955801104972366,0.0003024535790650939,0.00825825468403746,0.00825825468403746
-1.0833333333333353,0.008196721311475363,0.00031143391101773506,0.008508155222493098,0.008508155222493098
-1.0666666666666687,0.008448720957521673,0.0003208164356211622,0.008769537393142835,0.008769537393142835
-1.050000000000002,0.008712487899322318,0.00033062528274018996,0.009043113182062508,0.009043113182062508
-1.0333333333333354,0.00898876404494378,0.00034088639814272223,0.009329650443086502,0.009329650443086502
-1.0166666666666688,0.009278350515463833,0.0003516277077718153,0.009629978223235648,0.009629978223235648
-1.0000000000000022,0.009582113388341695,0.0003628792993412063,0.009944992687682902,0.009944992687682902
-0.9833333333333357,0.009900990099009844,0.00037467362333412114,0.010275663722343965,0.010275663722343965
-0.966666666666669,0.010235996588001109,0.0003870457157605315,0.01062304230376164,0.01062304230376164
-0.9500000000000025,0.010588235294117582,0.00040003344534872594,0.010988268739466308,0.010988268739466308
-0.9333333333333358,0.010958904109588984,0.0004136777882098198,0.011372581897798804,0.011372581897798804
-0.9166666666666691,0.011349306431273604,0.0004280231334349363,0.01177732956470854,0.01177732956470854
-0.9000000000000026,0.011760862463247207,0.0004431176235637647,0.012203980086810971,0.012203980086810971
-0.8833333333333359,0.012195121951219443,0.00045901353441784275,0.012654135485637286,0.012654135485637286
-0.8666666666666692,0.012653778558875128,0.0004757676994287443,0.013129546258303872,0.013129546258303872
-0.8500000000000028,0.013138686131386808,0.0004934419843210212,0.013632128115707829,0.013632128115707829
-0.8333333333333361,0.013651877133105715,0.0005121038188559777,0.014163980951961693,0.014163980951961693
-0.8166666666666694,0.014195583596214404,0.0005318267933078855,0.01472741038952229,0.01472741038952229
-0.8000000000000029,0.014772260976610463,0.000552691328462902,0.015324952305073365,0.015324952305073365
-0.7833333333333363,0.015384615384615235,0.0005747854292086543,0.01595940081382389,0.01595940081382389
-0.7666666666666697,0.01603563474387513,0.0005982055332532064,0.016633840277128338,0.016633840277128338
-0.750000000000003,0.016728624535315855,0.0006230574681928523,0.017351682003508707,0.017351682003508707
-0.7333333333333365,0.01746724890829681,0.0006494575320643639,0.018116706440361174,0.018116706440361174
-0.7166666666666699,0.018255578093306146,0.0006775337146940237,0.01893311180800017,0.01893311180800017
-0.7000000000000033,0.01909814323607401,0.0007074270796083061,0.019805570315682315,0.019805570315682315
-0.6833333333333367,0.019999999999999855,0.0007392933290112993,0.020739293329011154,0.020739293329011154
-0.6666666666666701,0.02096680256260904,0.0007733045773593086,0.021740107139968348,0.021740107139968348
-0.6500000000000035,0.02200488997554988,0.0008096513623284292,0.02281454133787831,0.02281454133787831
-0.6333333333333369,0.02312138728323678,0.0008485449254220546,0.023969932208658836,0.023969932208658836
-0.6166666666666702,0.02432432432432412,0.0008902197979268368,0.025214544122250958,0.025214544122250958
-0.6000000000000036,0.02562277580071142,0.0009349367311560358,0.026557712531867457,0.026557712531867457
-0.5833333333333369,0.02702702702702668,0.0009829860124768303,0.028010013039503512,0.028010013039503512
-0.5666666666666704,0.028548770816811748,0.001034691209793187,0.029583462026604935,0.029583462026604935
-0.5500000000000038,0.030201342281878873,0.0010904133858184728,0.031291755667697346,0.031291755667697346
-0.5333333333333372,0.03199999999999956,0.0011505558178526096,0.033150555817852166,0.033150555817852166
-0.5166666666666706,0.03396226415094291,0.001215569246092063,0.03517783339703497,0.03517783339703497
-0.500000000000004,0.03610832497492419,0.0012859576494263988,0.037394282624350586,0.037394282624350586
-0.48333333333333733,0.0384615384615379,0.0013622845054867133,0.039823822967024615,0.039823822967024615
-0.4666666666666708,0.04104903078677245,0.001445179420969847,0.0424942102077423,0.0424942102077423
-0.4500000000000042,0.04390243902438932,0.0015353449026853996,0.04543778392707472,0.04543778392707472
-0.4333333333333376,0.04705882352941089,0.0016335628540078556,0.048692386383418745,0.048692386383418745
-0.41666666666667096,0.05056179775280797,0.0017407000858379595,0.05230249783864593,0.05230249783864593
-0.4000000000000044,0.054462934947048874,0.0018577116641695854,0.05632064661121846,0.05632064661121846
-0.38333333333333774,0.058823529411763525,0.001985640183838358,0.060809169595601884,0.060809169595601884
-0.36666666666667114,0.0637168141592905,0.002125607923789158,0.06584242208307965,0.06584242208307965
-0.3500000000000045,0.06923076923076783,0.002278797134543889,0.07150956636531172,0.07150956636531172
-0.3333333333333379,0.07547169811320567,0.002446411319951325,0.077918109433157,0.077918109433157
-0.31666666666667126,0.08256880733944734,0.002629607565706668,0.08519841490515401,0.08519841490515401
-0.3000000000000047,0.09068010075566536,0.002829388244368722,0.09350948900003409,0.09350948900003409
-0.2833333333333381,0.09999999999999735,0.0030464443768017796,0.10304644437679913,0.10304644437679913
-0.2666666666666715,0.11076923076922764,0.003280962999879053,0.11405019376910669,0.11405019376910669
-0.2500000000000049,0.12328767123287268,0.0035324650547570446,0.12682013628762973,0.12682013628762973
-0.23333333333333828,0.137931034482754,0.0037998477226676985,0.1417308822054217,0.1417308822054217
-0.21666666666667167,0.15517241379309754,0.004081958393212792,0.15925437218631033,0.15925437218631033
-0.20000000000000503,0.1756097560975534,0.00437913034852308,0.17998888644607647,0.17998888644607647
-0.18333333333333843,0.19999999999999216,0.004695893089017827,0.20469589308900998,0.20469589308900998
-0.16666666666667185,0.22929936305731488,0.005044061732912053,0.23434342479022693,0.23434342479022693
-0.15000000000000524,0.2647058823529294,0.005443133922666543,0.27014901627559595,0.27014901627559595
-0.13333333333333863,0.3076923076922934,0.005911506249530019,0.3136038139418234,0.3136038139418234
-0.11666666666667203,0.35999999999998283,0.006439218617958931,0.36643921861794176,0.36643921861794176
-0.1000000000000054,0.42352941176468273,0.0069351681868775605,0.4304645799515603,0.4304645799515603
-0.08333333333333881,0.49999999999997286,0.00715635120127972,0.5071563512012526,0.5071563512012526
-0.0666666666666722,0.590163934426198,0.006661875574339948,0.5968258100005379,0.5968258100005379
-0.0500000000000056,0.6923076923076551,0.004889620273258122,0.6971973125809132,0.6971973125809132
-0.03333333333333899,0.7999999999999646,0.0014870741953758593,0.8014870741953405,0.8014870741953405
-0.01666666666667238,0.8999999999999696,-0.003098986503390355,0.8969010134965792,0.8969010134965792
-5.773159728050815e-15,0.972972972972956,-0.00722306568344433,0.9657499072895117,0.9657499072895117
0.016666666666660834,1.0,-0.008698613033274905,0.9913013869667251,0.9913013869667251
0.03333333333332744,0.9729729729729932,-0.0065310693726304825,0.9664419036003628,0.9664419036003628
0.04999999999999405,0.9000684869288876,-0.0019695460309975266,0.8980989408978901,0.8980989408978901
0.06666666666666066,0.8003319898391893,0.002597258727060736,0.80292924856625,0.80292924856625
0.08333333333332726,0.6926622009062817,0.005998773726955564,0.6986609746332373,0.6986609746332373
0.09999999999999389,0.5905260079579859,0.0076482852386567934,0.5981742931966427,0.5981742931966427
0.11666666666666048,0.5003698828803956,0.007960293474337354,0.508330176354733,0.508330176354733
0.1333333333333271,0.423907359037742,0.007546393840558052,0.43145375287830007,0.43145375287830007
0.14999999999999367,0.36038627792143624,0.0068725201862652185,0.36725879810770146,0.36725879810770146
0.1666666666666603,0.3080871943516519,0.006191071655684777,0.31427826600733666,0.31427826600733666
0.18333333333332688,0.26510966833725974,0.005594208889130647,0.2707038772263904,0.2707038772263904
0.19999999999999352,0.229712352160166,0.0050892373456742634,0.23480158950584026,0.23480158950584026
0.21666666666666007,0.200422509979045,0.00465393229888536,0.20507644227793037,0.20507644227793037
0.23333333333332676,0.17604211948496107,0.004265018945749599,0.18030713843071067,0.18030713843071067
0.2499999999999933,0.15561497876280292,0.003907436316484658,0.15952241507928758,0.15952241507928758
0.26666666666665995,0.1383841657795379,0.0035740421431224023,0.1419582079226603,0.1419582079226603
0.2833333333333265,0.12375175116828944,0.003262462411574088,0.12701421357986353,0.12701421357986353
0.2999999999999932,0.11124466029010888,0.002972271597873277,0.11421693188798215,0.11421693188798215
0.31666666666665977,0.1008615472585792,0.002329003030764512,0.10319055028934371,0.10319055028934371
0.3333333333333264,0.09156616328472589,0.002068574559901379,0.09363473784462727,0.09363473784462727
0.349999999999993,0.08347578183738227,0.0018320727505609369,0.08530785458794321,0.08530785458794321
0.3666666666666596,0.07640033803343374,0.0016138783340589047,0.07801421636749264,0.07801421636749264
0.38333333333332614,0.07018186486213082,0.0014125000936638793,0.0715943649557947,0.0715943649557947
0.3999999999999928,0.06469119491649024,0.0012263821447512646,0.0659175770612415,0.0659175770612415
0.41666666666665936,0.05982206629964605,0.0010539915248925433,0.060876057824538594,0.060876057824538594
0.433333333333326,0.05548654321439518,0.0008938700245819733,0.056380413238977155,0.056380413238977155
0.44999999999999263,0.05161143975291705,0.0007446606943834894,0.05235610044730054,0.05235610044730054
0.4666666666666592,0.04813551180660481,0.0006051180777612505,0.04874062988436606,0.04874062988436606
0.4833333333333258,0.04500723964762217,0.00047410864156503113,0.0454813482891872,0.0454813482891872
0.4999999999999925,0.042183066953828376,0.00035060565431873497,0.04253367260814711,0.04253367260814711
0.5166666666666592,0.03962599439990947,0.00023368118051717707,0.03985967558042665,0.03985967558042665
0.5333333333333257,0.03762979151803755,-0.00020284453340926184,0.03742694698462829,0.03742694698462829
0.5499999999999923,0.0355235772582584,-0.0003159052070223281,0.03520767205123607,0.03520767205123607
0.5666666666666589,0.033602772665341465,-0.0004248908348171501,0.033177881830524315,0.033177881830524315
0.5833333333333255,0.03184727712998013,-0.0005304367200945695,0.03131684040988556,0.03131684040988556
0.5999999999999921,0.0302396665048004,-0.0006331249155287835,0.029606541589271618,0.029606541589271618
0.6166666666666587,0.028764785209156422,-0.0007334916707115793,0.028031293538444843,0.028031293538444843
0.6333333333333253,0.02740940871559529,-0.0008320342005052883,0.026577374515090003,0.026577374515090003
0.6499999999999919,0.026161963071215155,-0.0009292168239617531,0.025232746247253402,0.025232746247253402
0.6666666666666585,0.025055460720915503,-0.0010686463977630963,0.023986814323152406,0.023986814323152406
0.6833333333333251,0.02399553502734928,-0.0011653079564195382,0.022830227070929743,0.022830227070929743
0.6999999999999916,0.02310851127639354,-0.001353805186726828,0.021754706089666714,0.021754706089666714
0.7166666666666583,0.022205528543641218,-0.0014526256273821592,0.02075290291625906,0.02075290291625906
0.733333333333325,0.021575947349213472,-0.0017576699885982101,0.019818277360615262,0.019818277360615262
0.7499999999999916,0.020807671274259663,-0.0018626773991636918,0.01894499387509597,0.01894499387509597
0.7666666666666581,0.020262538639031612,-0.0021347056490901226,0.01812783298994149,0.01812783298994149
0.7833333333333247,0.019608943762035314,-0.002246828381422785,0.01736211538061253,0.01736211538061253
0.7999999999999914,0.01900508918247521,-0.0023614526191645495,0.016643636563310662,0.016643636563310662
0.8166666666666581,0.01844758920101576,-0.0024789786379820315,0.01596861056303373,0.01596861056303373
0.8333333333333246,0.017933441506014527,-0.002599820324828044,0.015333621181186483,0.015333621181186483
0.8499999999999912,0.017459988802825416,-0.002724409082645155,0.014735579720180261,0.014735579720180261
0.8666666666666578,0.017116223909357433,-0.0029445356983843485,0.014171688210973084,0.014171688210973084
0.8833333333333245,0.01700109250482449,-0.003361685160528819,0.013639407344295671,0.013639407344295671
0.899999999999991,0.016644697110745524,-0.0035082686768888923,0.013136428433856632,0.013136428433856632
0.9166666666666576,0.016321490303453878,-0.003660841458181109,0.012660648845272768,0.012660648845272768
0.9333333333333241,0.016030153287369217,-0.003820002875426243,0.012210150411942974,0.012210150411942974
0.9499999999999907,0.015769582084074696,-0.003986401652202072,0.011783180431872623,0.011783180431872623
0.9666666666666575,0.01553887828303456,-0.004160743382821009,0.011378134900213551,0.011378134900213551
0.983333333333324,0.015337342770190972,-0.004343799087039149,0.010993543683151823,0.010993543683151823
0.9999999999999906,0.015164472389002764,-0.00453641500751557,0.010628057381487194,0.010628057381487194
1.0166666666666573,0.015019959565844851,-0.00473952389763224,0.010280435668212611,0.010280435668212611
1.033333333333324,0.014903695013669643,-0.004954158098901,0.009949536914768643,0.009949536914768643
1.0499999999999905,0.014815773718070222,-0.005181464771714054,0.009634308946356168,0.009634308946356168
1.066666666666657,0.014756504512647603,-0.0054227237241356915,0.009333780788511912,0.009333780788511912
1.0833333333333235,0.01472642367105966,-0.005679368385339997,0.009047055285719663,0.009047055285719663
1.0999999999999903,0.014726313087813518,-0.0059530105991443955,0.008773302488669123,0.008773302488669123
1.1166666666666567,0.014762833800814612,-0.006251080080497013,0.0085117537203176,0.0085117537203176
1.1333333333333235,0.014828824980555134,-0.006567128738039007,0.008261696242516128,0.008261696242516128
1.14999999999999,0.014936297382658363,-0.006913828927726623,0.00802246845493174,0.00802246845493174
1.1666666666666567,0.015092709661536039,-0.007299254094956931,0.007793455566579108,0.007793455566579108
1.1833333333333231,0.015265693132420408,-0.007691607444741524,0.007574085687678885,0.007574085687678885
1.19999999999999,0.015480363766871183,-0.0081165374709118,0.007363826295959384,0.007363826295959384
1.2166666666666563,0.01574034597789587,-0.008578164940833475,0.007162181037062397,0.007162181037062397
1.2333333333333232,0.016049975876225163,-0.009081289052700418,0.006968686823524745,0.006968686823524745
1.2499999999999896,0.016445001617509163,-0.009662090416517943,0.006782911200991219,0.0067829112009912184
1.2666666666666564,0.016871150941466195,-0.010266700987507154,0.00660444995395904,0.00660444995395904
1.283333333333323,0.017365810966736703,-0.010932886040201498,0.006432924926535206,0.006432924926535207
1.2999999999999896,0.01793794637067392,-0.011669964334204776,0.006267982036469142,0.006267982036469141
1.3166666666666562,0.018598387284889623,-0.01248909782173055,0.006109289463159074,0.006109289463159073
1.3333333333333228,0.019360276650060192,-0.013403740657592741,0.005956535992467451,0.005956535992467452
1.3499999999999894,0.02027741539926165,-0.014467985896202996,0.005809429503058655,0.005809429503058655
1.366666666666656,0.02139506330100348,-0.015727367720378405,0.005667695580625076,0.005667695580625076
1.3833333333333226,0.02265340564781228,-0.01712232939998759,0.005531076247824691,0.0055310762478246915
