energy,intensity
-3.5,0.06523817561481352
-3.474910394265233,0.049121034092525634
-3.449820788530466,0.0706258847062733
-3.424731182795699,0.07292723695490488
-3.399641577060932,0.03824840011192854
-3.3745519713261647,0.046055411611203856
-3.349462365591398,0.06323678472512148
-3.324372759856631,0.05792932372625286
-3.2992831541218637,0.06154456683706396
-3.274193548387097,0.05153202095213042
-3.24910394265233,0.07234412345658628
-3.2240143369175627,0.071148094185714
-3.1989247311827955,0.06263065763392614
-3.173835125448029,0.07538934910266007
-3.1487455197132617,0.06749721148288985
-3.1236559139784945,0.051600726737349875
-3.0985663082437274,0.06636288796160719
-3.0734767025089607,0.05045744857753486
-3.0483870967741935,0.07253213770421038
-3.0232974910394264,0.06141886509718567
-2.9982078853046596,0.05982743232087128
-2.9731182795698925,0.053903009115263745
-2.9480286738351253,0.07677363712740061
-2.9229390681003586,0.06027837585108721
-2.8978494623655915,0.05702301279757412
-2.8727598566308243,0.05796820745387883
-2.847670250896057,0.06861304860718437
-2.82258064516129,0.06664287962460655
-2.7974910394265233,0.06724325873977602
-2.772401433691756,0.06749396071786946
-2.747311827956989,0.08805826732480314
-2.7222222222222223,0.05751667171703517
-2.697132616487455,0.056282686378479066
-2.672043010752688,0.05270108893421843
-2.6469534050179213,0.0698957174496772
-2.621863799283154,0.0760901005358737
-2.596774193548387,0.061214424889511725
-2.5716845878136203,0.05254019854663017
-2.546594982078853,0.052769533009496924
-2.521505376344086,0.07051263186914598
-2.496415770609319,0.07166779002557201
-2.4713261648745517,0.06931085598890493
-2.446236559139785,0.05485223014213653
-2.421146953405018,0.06567073662970782
-2.3960573476702507,0.06433263349845847
-2.370967741935484,0.06560545706868151
-2.345878136200717,0.07348835621419662
-2.3207885304659497,0.06576564273400078
-2.295698924731183,0.07128205568681312
-2.270609318996416,0.06399999512556792
-2.2455197132616487,0.06671383604191736
-2.220430107526882,0.07087667162049806
-2.1953405017921144,0.04587365666552404
-2.1702508960573477,0.059583342986822614
-2.1451612903225805,0.05783641026477628
-2.1200716845878134,0.05587750445762901
-2.0949820788530467,0.06030722138516675
-2.0698924731182795,0.08161491129555334
-2.0448028673835124,0.05335419398239076
-2.0197132616487457,0.07543399466212826
-1.9946236559139785,0.043692713580575956
-1.9695340501792113,0.05994311439181509
-1.9444444444444444,0.06599152530468766
-1.9193548387096773,0.07115216729123777
-1.8942652329749103,0.07273357862332816
-1.8691756272401434,0.07380283508444825
-1.8440860215053763,0.06018433005473947
-1.8189964157706093,0.0589098403611499
-1.7939068100358422,0.07484559599484894
-1.7688172043010753,0.06234898621600662
-1.743727598566308,0.049434235719927624
-1.7186379928315412,0.05124410974369767
-1.693548387096774,0.0539146588633409
-1.668458781362007,0.07102221437121994
-1.6433691756272402,0.06687752435790262
-1.618279569892473,0.07357061073023535
-1.593189964157706,0.060278737745947254
-1.568100358422939,0.06743428984497524
-1.543010752688172,0.0731705508040911
-1.5179211469534049,0.06208924025515511
-1.4928315412186377,0.07142774194297981
-1.467741935483871,0.05815649807298523
-1.4426523297491038,0.06190552706552179
-1.4175627240143367,0.06185483716546712
-1.39247311827957,0.05227201489189495
-1.3673835125448028,0.0726674064943637
-1.3422939068100357,0.0614107016971104
-1.3172043010752685,0.06743493469956663
-1.2921146953405018,0.07332141139778751
-1.2670250896057347,0.07320941399049957
-1.2419354838709675,0.07617158945069255
-1.2168458781362008,0.06738578884506707
-1.1917562724014337,0.06392212220089653
-1.1666666666666665,0.06854284743876284
-1.1415770609318994,0.04982481374363998
