energy,intensity
-3.0,0.35457075619631645
-2.9748953974895396,0.3306471528511677
-2.9497907949790796,0.3537758064693355
-2.924686192468619,0.35292484300825855
-2.899581589958159,0.3058733878054229
-2.8744769874476988,0.31195397604782416
-2.8493723849372383,0.32977723735648495
-2.8242677824267783,0.31951416472472705
-2.799163179916318,0.3204291681909099
-2.774058577405858,0.3043341182261523
-2.7489539748953975,0.32679454799166846
-2.723849372384937,0.3217694682718186
-2.698744769874477,0.30761727021814944
-2.6736401673640167,0.3200848580162867
-2.6485355648535567,0.3067635198452704
-2.6234309623430963,0.2834613422106528
-2.598326359832636,0.29850705000023886
-2.573221757322176,0.2752428179543548
-2.5481171548117154,0.29947828985687563
-2.5230125523012554,0.2822533346856378
-2.497907949790795,0.276955185553106
-2.4728033472803346,0.2662652851387674
-2.4476987447698746,0.29159366532616704
-2.422594142259414,0.2677391295989429
-2.397489539748954,0.2604588907241351
-2.3723849372384938,0.25845375066855325
-2.3472803347280333,0.2685975472211602
-2.3221757322175733,0.2629969355579928
-2.297071129707113,0.26063383856383143
-2.2719665271966525,0.25785794887505814
-2.2468619246861925,0.28049834192573353
-2.221757322175732,0.23928060639233234
-2.196652719665272,0.23472160407014184
-2.1715481171548117,0.22725227709329832
-2.1464435146443517,0.24577739200913892
-2.1213389121338913,0.25057632735749813
-2.096234309623431,0.22906178304072825
-2.071129707112971,0.2153231093326684
-2.0460251046025104,0.21273790947598098
-2.02092050209205,0.23206890039565167
-1.99581589958159,0.23068891165595276
-1.9707112970711298,0.22494271326478732
-1.9456066945606694,0.20409326342587555
-1.9205020920502092,0.21486404831889164
-1.895397489539749,0.21046284469037504
-1.8702928870292888,0.2093490252272609
-1.8451882845188285,0.21652147631129845
-1.8200836820083681,0.20421053588213403
-1.794979079497908,0.20847207374771878
-1.7698744769874477,0.19675903363778863
-1.7447698744769875,0.1975643255123082
-1.7196652719665273,0.20020425449872814
-1.6945606694560669,0.16641020003519486
-1.6694560669456067,0.18103028495223855
-1.6443514644351465,0.17635278889046266
-1.6192468619246863,0.17143344613114933
-1.594142259414226,0.1745229248790324
-1.5690376569037656,0.19873283275127007
-1.5439330543933054,0.16100511042536536
-1.5188284518828452,0.18622582620033437
-1.493723849372385,0.14419288767061159
-1.4686192468619248,0.16217215180113687
-1.4435146443514644,0.16742142587626171
-1.4184100418410042,0.17158337716152727
-1.393305439330544,0.17129356282217073
