energy,intensity
-2.0,0.029561816469721797
-1.979899497487437,0.002724087856426829
-1.9597989949748744,0.03859046995922784
-1.9396984924623115,0.04245184288751894
-1.9195979899497488,-0.015319578854842818
-1.899497487437186,-0.0022803656489040203
-1.879396984924623,0.02638370678567306
-1.8592964824120604,0.01756734941453196
-1.8391959798994975,0.023623164898201855
-1.8190954773869348,0.00696703889512949
-1.7989949748743719,0.04168640986481338
-1.778894472361809,0.03972668911301812
-1.7587939698492463,0.025565797926655445
-1.7386934673366834,0.046866344614745495
-1.7185929648241207,0.03375011928222138
-1.6984924623115578,0.007294646445706699
-1.678391959798995,0.031938305290521524
-1.6582914572864322,0.005470745158921781
-1.6381909547738693,0.04230491134543015
-1.6180904522613067,0.02382738685172335
-1.5979899497487438,0.021221244543279474
-1.5778894472361809,0.011395174644218289
-1.557788944723618,0.04956265785545397
-1.5376884422110553,0.02212220883664988
-1.5175879396984926,0.016750226757805745
-1.4974874371859297,0.01838123551646601
-1.4773869346733668,0.03618047958626981
-1.457286432160804,0.03295696648089609
-1.4371859296482412,0.03402006758813014
-1.4170854271356785,0.03450285466331095
-1.3969849246231156,0.06884425103035488
-1.3768844221105527,0.01801187269518246
-1.3567839195979898,0.016028375440188133
-1.3366834170854272,0.010135198507933749
-1.3165829145728645,0.03887222436380169
-1.2964824120603016,0.049278830410755814
-1.2763819095477387,0.024572171160333223
-1.2562814070351758,0.01020495644683174
-1.236180904522613,0.010680934883375712
-1.2160804020100502,0.0403507369698395
-1.1959798994974875,0.04237860193616268
-1.1758793969849246,0.03855827679516404
-1.1557788944723617,0.014574941722849118
-1.135678391959799,0.03272884677462875
-1.1155778894472361,0.0306346522229647
-1.0954773869346734,0.03291300550959962
-1.0753768844221105,0.04624439244776346
-1.0552763819095476,0.0336307626597077
-1.035175879396985,0.04319717847549171
-1.015075376884422,0.03163589695380928
-0.9949748743718594,0.03708731535668791
-0.9748743718592965,0.045553078419505275
-0.9547738693467336,0.006401430680779207
-0.9346733668341709,0.033369577066486966
-0.914572864321608,0.037079245016250324
-0.8944723618090451,0.04423854791180551
-0.8743718592964824,0.06764990200222834
-0.8542713567839195,0.12719246699646147
-0.8341708542713568,0.11517464277084487
-0.8140703517587939,0.20181281603071785
-0.793969849246231,0.21774631908279352
-0.7738693467336684,0.3372006433982402
-0.7537688442211055,0.46761564157995494
-0.7336683417085428,0.6282729796340523
-0.7135678391959799,0.8170828868574829
-0.693467336683417,1.0394429977130788
-0.6733668341708543,1.2692039928516374
-0.6532663316582914,1.5455689683417229
-0.6331658291457287,1.8672728239029501
-0.6130653266331658,2.14557524171231
-0.5929648241206029,2.4119241033632908
-0.5728643216080402,2.6749301678850284
-0.5527638190954773,2.895020882799091
-0.5326633165829147,3.080230432550419
-0.5125628140703518,3.1599899051721714
-0.49246231155778886,3.181503750340822
-0.4723618090452262,3.0926877472747787
-0.4522613065326633,2.9658694677580413
-0.4321608040201004,2.7745997729669205
-0.4120603015075377,2.5070824100734703
-0.3919597989949748,2.241546064380169
-0.3718592964824121,1.9230238527483041
-0.3517587939698492,1.6332895396266025
-0.3316582914572863,1.351049901989323
-0.31155778894472363,1.0769977268246442
-0.29145728643216073,0.883719149969893
-0.27135678391959805,0.6718215850881744
-0.25125628140703515,0.5232239787780085
-0.23115577889447225,0.4069650120745861
-0.21105527638190957,0.3097998448436417
-0.19095477386934667,0.24253896139324133
-0.170854271356784,0.17593409482640365
-0.1507537688442211,0.13410153674314637
-0.1306532663316582,0.11780544374133818
-0.11055276381909551,0.07146878933891941
-0.09045226130653261,0.0685536384990415
-0.07035175879396993,0.06788946135395976
-0.05025125628140703,0.07444962842566347
-0.03015075376884413,0.10471298621371765
-0.01005025125628145,0.08260403420081476
0.010050251256281229,0.09846931270707616
0.03015075376884413,0.13849122675663847
0.05025125628140703,0.11298053185344517
0.07035175879396993,0.14366319068005362
0.09045226130653283,0.12044685038613709
0.11055276381909529,0.1469319250486754
0.1306532663316582,0.14615505964329933
0.1507537688442211,0.17538387471723774
0.170854271356784,0.21987907196561834
0.1909547738693469,0.194740171141279
0.2110552763819098,0.2713979231726392
0.23115577889447225,0.3105711216588013
0.25125628140703515,0.34978495586837105
0.27135678391959805,0.4049056754764571
0.29145728643216096,0.5275832947688839
0.31155778894472386,0.6317791283595521
0.3316582914572863,0.7903055687005529
0.3517587939698492,0.958269700414049
0.3718592964824121,1.1906546231171022
0.391959798994975,1.3797217596899598
0.4120603015075379,1.6068411873557162
0.4321608040201004,1.875794767877527
0.4522613065326633,2.1004507825727075
0.4723618090452262,2.295386087431362
0.4924623115577891,2.374069958174282
0.512562814070352,2.35138270717587
0.5326633165829144,2.2610842590000755
0.5527638190954773,2.0198744086762157
0.5728643216080402,1.7991092294586508
0.5929648241206031,1.547170838843911
0.613065326633166,1.3182376652428847
0.6331658291457285,1.078331471981434
0.6532663316582914,0.9247518478584076
0.6733668341708543,0.7427202540713239
0.6934673366834172,0.5814656147457098
0.7135678391959801,0.4806495550971335
0.7336683417085426,0.4203200448981411
0.7537688442211055,0.36308491522103115
0.7738693467336684,0.3339084019208507
0.7939698492462313,0.31182927828091417
0.8140703517587942,0.23042761082237123
0.8341708542713566,0.1776167337113172
0.8542713567839195,0.1349428636617048
0.8743718592964824,0.16672341689263234
0.8944723618090453,0.13157888604072943
0.9145728643216082,0.1280330702229972
0.9346733668341707,0.11418149557225327
0.9547738693467336,0.11495201486994151
0.9748743718592965,0.13146286926530154
0.9949748743718594,0.10651986622069805
1.0150753768844223,0.09417096331820758
1.0351758793969852,0.07122077363704657
1.0552763819095476,0.05357160396542398
1.0753768844221105,0.0729420451507373
1.0954773869346734,0.07760850440194376
1.1155778894472363,0.11042209545473508
1.1356783919597992,0.07436932586702624
1.1557788944723617,0.08840353423345693
1.1758793969849246,0.056000862690743336
1.1959798994974875,0.03975178813944416
1.2160804020100504,0.041814348991338825
1.2361809045226133,0.04445959489043536
1.2562814070351758,0.09954419717260823
1.2763819095477387,0.038705048830266375
1.2964824120603016,0.07019376663999853
1.3165829145728645,0.033777414255631535
1.3366834170854274,0.06898913229128417
1.3567839195979898,0.05667833168178242
1.3768844221105527,0.044559373263103455
1.3969849246231156,0.04567306090759808
1.4170854271356785,0.032265096826396986
1.4371859296482414,0.05322490657889298
1.457286432160804,0.03421082087575604
1.4773869346733668,0.017864719175736003
1.4974874371859297,0.015939135161696653
1.5175879396984926,0.044121234258036116
1.5376884422110555,0.07146964433489543
